,address,addressZipcode,addressStreet,area,baths,beds,latitude,longitude,monthly_rent,nearest_transit,transit_walk_dist,transit_walk_time,ucsd_car_dist,ucsd_car_time,ucsd_transit_dist,ucsd_transit_time,nearest_grocery,grocery_car_dist,grocery_car_time,coast_dist_km,medNeighborhoodIncome,zip_code,avg_crime
72,"11906 Paseo Lucido Unit 153, San Diego, CA 92128",92128,11906 Paseo Lucido Unit 153,1478.0,3.0,2.0,33.016193,-117.075165,3550,Rancho Bernardo,2.4 km,35 mins,30.7 km,23 mins,33.6 km,1 hour 40 mins,Trader Joe's,4.9 km,10 mins,18.713649270079753,128150,92128.0,0.918994708994709
73,"8186 Calle Del Humo, San Diego, CA 92126",92126,8186 Calle Del Humo,1409.0,2.0,4.0,32.92992,-117.147514,3995,Miramar College Transit Station,4.3 km,1 hour 0 mins,13.4 km,15 mins,17.0 km,1 hour 4 mins,H Mart,3.9 km,10 mins,10.7049371926275,123232,92126.0,0.7442857142857143
74,"9795 Mesa Springs Way Unit 97, San Diego, CA 92126",92126,9795 Mesa Springs Way Unit 97,775.0,1.0,1.0,32.900246,-117.11785,3000,Miramar College Transit Station,1.8 km,26 mins,23.8 km,19 mins,14.6 km,1 hour 0 mins,H Mart,3.0 km,8 mins,12.66744316652646,123232,92126.0,0.7442857142857143
75,"17432 Fairlie Rd, San Diego, CA 92128",92128,17432 Fairlie Rd,1772.0,3.0,3.0,33.028862,-117.07701,3750,Rancho Bernardo,2.3 km,32 mins,32.2 km,23 mins,33.9 km,1 hour 44 mins,Vons,1.4 km,5 mins,18.80586146031556,128150,92128.0,0.918994708994709
76,"8426 Summerdale Rd Unit C, San Diego, CA 92126",92126,8426 Summerdale Rd Unit C,884.0,2.0,2.0,32.919823,-117.142685,2950,Miramar College Transit Station,2.7 km,39 mins,15.4 km,18 mins,14.9 km,46 mins,H Mart,3.1 km,8 mins,10.854017513524656,123232,92126.0,0.7442857142857143
77,"8550 Westmore Rd APT 261, San Diego, CA 92126",92126,8550 Westmore Rd APT 261,907.0,2.0,2.0,32.918617,-117.13995,3500,Miramar College Transit Station,2.4 km,35 mins,15.5 km,18 mins,15.0 km,47 mins,H Mart,2.8 km,7 mins,11.054857443428434,123232,92126.0,0.7442857142857143
78,"12431 Conquistador Way, San Diego, CA 92128",92128,12431 Conquistador Way,2052.0,2.0,2.0,33.025986,-117.062256,4500,Rancho Bernardo,3.5 km,50 mins,33.4 km,25 mins,35.1 km,2 hours 2 mins,Amazon Fresh,5.7 km,8 mins,20.085321092768066,128150,92128.0,0.918994708994709
79,"11620 Trailbrook Ln, San Diego, CA 92128",92128,11620 Trailbrook Ln,1788.0,3.0,3.0,32.945747,-117.07825,4300,Sabre Springs/Peñasquitos Transit Station,4.1 km,59 mins,26.7 km,22 mins,28.4 km,1 hour 21 mins,Trader Joe's,7.9 km,9 mins,17.335681873571183,128150,92128.0,0.918994708994709
80,"12160 Rancho Bernardo Rd, San Diego, CA 92128",92128,12160 Rancho Bernardo Rd,1098.0,2.0,2.0,33.02103,-117.06694,3200,Rancho Bernardo,2.3 km,34 mins,32.2 km,23 mins,33.9 km,1 hour 46 mins,Trader Joe's,8.0 km,11 mins,19.556202957520007,128150,92128.0,0.918994708994709
81,"14494 Corte De Verdad, San Diego, CA 92129",92129,14494 Corte De Verdad,2550.0,3.0,5.0,32.98008,-117.1306,4900,Sabre Springs/Peñasquitos Transit Station,8.5 km,1 hour 57 mins,22.5 km,18 mins,,,Vons,2.9 km,5 mins,12.84460042169012,152626,92129.0,0.5082010582010582
82,"11370 Trebol St, San Diego, CA 92126",92126,11370 Trebol St,900.0,2.0,2.0,32.92822,-117.145744,2750,Miramar College Transit Station,4.0 km,56 mins,13.4 km,16 mins,16.7 km,59 mins,H Mart,3.7 km,10 mins,10.85559512414341,123232,92126.0,0.7442857142857143
83,"10326 Scripps Poway Pkwy Unit 30, San Diego, CA 92131",92131,10326 Scripps Poway Pkwy Unit 30,1343.0,3.0,3.0,32.93777,-117.106186,4100,Miramar College Transit Station,4.5 km,1 hour 3 mins,27.9 km,21 mins,24.8 km,1 hour 36 mins,H Mart,3.6 km,7 mins,14.631622049370671,181281,92131.0,0.44791005291005287
84,"11025 Caminito Arcada, San Diego, CA 92131",92131,11025 Caminito Arcada,1320.0,3.0,3.0,32.931644,-117.094734,3800,Miramar College Transit Station,4.8 km,1 hour 8 mins,29.3 km,23 mins,29.9 km,2 hours 5 mins,H Mart,4.6 km,9 mins,15.515879724830617,181281,92131.0,0.44791005291005287
85,"11576 Caminito Corriente, San Diego, CA 92128",92128,11576 Caminito Corriente,1710.0,2.0,3.0,32.99897,-117.07502,4650,Rancho Bernardo,5.0 km,1 hour 9 mins,31.0 km,24 mins,30.7 km,1 hour 33 mins,Trader Joe's,3.0 km,8 mins,18.383465606043668,128150,92128.0,0.918994708994709
86,"11315 Middle Ridge Ter, San Diego, CA 92128",92128,11315 Middle Ridge Ter,1827.0,3.0,4.0,32.956604,-117.08922,5500,Sabre Springs/Peñasquitos Transit Station,1.2 km,16 mins,25.7 km,19 mins,25.3 km,1 hour 21 mins,Trader Joe's,3.9 km,8 mins,16.401699148077903,128150,92128.0,0.918994708994709
87,"10970 Summerdale Way APT 315, San Diego, CA 92126",92126,10970 Summerdale Way APT 315,897.0,2.0,2.0,32.91871,-117.14116,3200,Miramar College Transit Station,2.5 km,36 mins,15.4 km,18 mins,14.8 km,46 mins,H Mart,2.8 km,7 mins,10.950418597912195,123232,92126.0,0.7442857142857143
88,"13687 Paseo Cardiel Unit 19, San Diego, CA 92129",92129,13687 Paseo Cardiel Unit 19,956.0,1.0,2.0,32.963917,-117.11375,2750,Sabre Springs/Peñasquitos Transit Station,5.5 km,1 hour 16 mins,22.6 km,17 mins,23.7 km,1 hour 2 mins,Trader Joe's,5.1 km,10 mins,14.1462246711121,152626,92129.0,0.5082010582010582
89,"10832 Deering St #2, San Diego, CA 92126",92126,10832 Deering St #2,480.0,1.0,1.0,32.916218,-117.1462,2200,Miramar College Transit Station,2.9 km,41 mins,14.1 km,17 mins,14.2 km,37 mins,H Mart,3.2 km,9 mins,10.418396311760146,123232,92126.0,0.7442857142857143
90,"17131 W Bernardo Dr Unit 202, San Diego, CA 92127",92127,17131 W Bernardo Dr Unit 202,1040.0,2.0,3.0,33.025406,-117.08225,3200,Rancho Bernardo,1.0 km,15 mins,31.1 km,21 mins,34.9 km,1 hour 32 mins,Trader Joe's,6.9 km,9 mins,18.246061072937593,179220,92127.0,0.4484391534391534
91,"18666 Caminito Pasadero, San Diego, CA 92128",92128,18666 Caminito Pasadero,1035.0,2.0,2.0,33.05083,-117.06865,3295,Rancho Bernardo,5.2 km,1 hour 16 mins,35.6 km,25 mins,,,Vons,6.1 km,9 mins,20.128953289050433,128150,92128.0,0.918994708994709
92,"17189 W Bernardo Dr Unit 103, San Diego, CA 92127",92127,17189 W Bernardo Dr Unit 103,955.0,2.0,2.0,33.025864,-117.082344,2850,Rancho Bernardo,1.0 km,16 mins,31.1 km,21 mins,35.0 km,1 hour 33 mins,Trader Joe's,6.9 km,9 mins,18.248164547682688,179220,92127.0,0.4484391534391534
93,"12625 Fiorenza Ln, San Diego, CA 92128",92128,12625 Fiorenza Ln,1227.0,2.0,3.0,32.94731,-117.09324,3875,Miramar College Transit Station,6.6 km,1 hour 34 mins,25.2 km,21 mins,26.8 km,1 hour 20 mins,H Mart,6.2 km,8 mins,15.984564330186164,128150,92128.0,0.918994708994709
94,"11205 Candleberry Ct, San Diego, CA 92128",92128,11205 Candleberry Ct,1500.0,3.0,3.0,32.974617,-117.08744,4499,Rancho Bernardo,7.2 km,1 hour 42 mins,25.8 km,19 mins,28.2 km,1 hour 20 mins,Trader Joe's,1.8 km,5 mins,16.708120547303825,128150,92128.0,0.918994708994709
95,"11273 Del Diablo St, San Diego, CA 92129",92129,11273 Del Diablo St,2338.0,3.0,4.0,32.98585,-117.08779,6250,Rancho Bernardo,5.3 km,1 hour 13 mins,27.4 km,21 mins,27.9 km,1 hour 23 mins,Trader Joe's,3.2 km,8 mins,16.88357441137372,152626,92129.0,0.5082010582010582
96,"10470 Hollingsworth Way Unit 178, San Diego, CA 92127",92127,10470 Hollingsworth Way Unit 178,1428.0,3.0,3.0,33.02116,-117.11074,4200,Rancho Bernardo,4.1 km,57 mins,27.7 km,26 mins,,,Vons,5.1 km,10 mins,15.550089254584424,179220,92127.0,0.4484391534391534
97,"17255 Graciosa Ct, San Diego, CA 92128",92128,17255 Graciosa Ct,1877.0,2.0,4.0,33.026955,-117.07277,5450,Rancho Bernardo,2.6 km,39 mins,32.6 km,24 mins,34.3 km,1 hour 51 mins,Vons,1.8 km,6 mins,19.146365143408797,128150,92128.0,0.918994708994709
98,"16917 Vasquez Way Unit 68, San Diego, CA 92127",92127,16917 Vasquez Way Unit 68,1389.0,3.0,3.0,33.021984,-117.11213,4050,Rancho Bernardo,4.0 km,55 mins,27.6 km,25 mins,,,Vons,5.0 km,10 mins,15.44357451543019,179220,92127.0,0.4484391534391534
99,"8171 Jade Coast Rd #205, San Diego, CA 92126",92126,8171 Jade Coast Rd #205,2079.0,3.0,7.0,32.902058,-117.147804,6480,Miramar College Transit Station,3.5 km,49 mins,12.3 km,17 mins,15.4 km,53 mins,H Mart,4.1 km,10 mins,9.918347929020351,123232,92126.0,0.7442857142857143
100,"12260 Corte Sabio #5307, San Diego, CA 92128",92128,12260 Corte Sabio #5307,1164.0,2.0,2.0,33.002068,-117.06738,3100,Rancho Bernardo,5.0 km,1 hour 8 mins,30.7 km,23 mins,30.5 km,1 hour 30 mins,Trader Joe's,2.7 km,7 mins,19.162296197506187,128150,92128.0,0.918994708994709
101,"9995 Scripps Westview Way Unit 47, San Diego, CA 92131",92131,9995 Scripps Westview Way Unit 47,756.0,1.0,1.0,32.92169,-117.11236,2600,Miramar College Transit Station,2.4 km,34 mins,26.7 km,21 mins,18.2 km,1 hour 10 mins,H Mart,2.2 km,7 mins,13.6204511686195,181281,92131.0,0.44791005291005287
102,"11688 Aspendell Dr, San Diego, CA 92131",92131,11688 Aspendell Dr,2612.0,3.0,3.0,32.931015,-117.10627,6395,Miramar College Transit Station,4.3 km,57 mins,28.9 km,22 mins,21.3 km,1 hour 40 mins,H Mart,4.0 km,8 mins,14.472626643180796,181281,92131.0,0.44791005291005287
103,"12071 Alta Carmel Ct, San Diego, CA 92128",92128,12071 Alta Carmel Ct,704.0,1.0,1.0,32.992077,-117.072426,2300,Rancho Bernardo,5.9 km,1 hour 20 mins,30.2 km,23 mins,29.9 km,1 hour 23 mins,Trader Joe's,2.2 km,7 mins,18.4310657689662,128150,92128.0,0.918994708994709
104,"9414 Twin Trails Dr Unit 204, San Diego, CA 92129",92129,9414 Twin Trails Dr Unit 204,927.0,2.0,2.0,32.956356,-117.12405,2795,Miramar College Transit Station,6.1 km,1 hour 26 mins,21.7 km,18 mins,24.6 km,1 hour 18 mins,H Mart,5.8 km,11 mins,13.151883479114048,152626,92129.0,0.5082010582010582
105,"9949 Azuaga St Unit G203, San Diego, CA 92129",92129,9949 Azuaga St Unit G203,833.0,2.0,2.0,32.95808,-117.11072,2750,Sabre Springs/Peñasquitos Transit Station,4.6 km,1 hour 4 mins,22.6 km,17 mins,22.7 km,1 hour 0 mins,H Mart,5.4 km,8 mins,14.398677464470344,152626,92129.0,0.5082010582010582
106,"11491 Cypress Canyon Park Dr, San Diego, CA 92131",92131,11491 Cypress Canyon Park Dr,3040.0,3.0,5.0,32.92766,-117.06507,6990,Sabre Springs/Peñasquitos Transit Station,6.5 km,1 hour 28 mins,19.4 km,26 mins,,,Trader Joe's,6.5 km,9 mins,18.05800367005178,181281,92131.0,0.44791005291005287
107,"11333 Avenida De Los Lobos Floor 1, San Diego, CA 92127",92127,11333 Avenida De Los Lobos Floor 1,756.0,1.0,1.0,33.004242,-117.0925,2300,Rancho Bernardo,3.1 km,43 mins,29.5 km,22 mins,32.0 km,1 hour 22 mins,Trader Joe's,4.3 km,9 mins,16.952191779439552,179220,92127.0,0.4484391534391534
108,"16913 Laurel Hill Ln Unit 144, San Diego, CA 92127",92127,16913 Laurel Hill Ln Unit 144,1068.0,2.0,2.0,33.022507,-117.11373,3000,Rancho Bernardo,4.4 km,1 hour 1 min,28.0 km,26 mins,,,Vons,5.4 km,11 mins,15.31126413732696,179220,92127.0,0.4484391534391534
109,"16960 Silver Pine Rd, San Diego, CA 92127",92127,16960 Silver Pine Rd,2455.0,3.0,4.0,33.024673,-117.11649,5850,Rancho Bernardo,4.6 km,1 hour 5 mins,29.9 km,26 mins,,,Vons,5.7 km,11 mins,15.118285070608602,179220,92127.0,0.4484391534391534
110,"9302 Twin Trails Dr Unit 102, San Diego, CA 92129",92129,9302 Twin Trails Dr Unit 102,927.0,2.0,2.0,32.95596,-117.127464,2900,Miramar College Transit Station,5.9 km,1 hour 23 mins,21.4 km,17 mins,24.9 km,1 hour 23 mins,H Mart,5.5 km,11 mins,12.832956408430622,152626,92129.0,0.5082010582010582
111,"11952 Cypress Canyon Rd Unit 3, San Diego, CA 92131",92131,11952 Cypress Canyon Rd Unit 3,1416.0,3.0,3.0,32.933594,-117.08507,3695,Miramar College Transit Station,5.9 km,1 hour 23 mins,29.9 km,23 mins,31.1 km,1 hour 56 mins,H Mart,5.7 km,10 mins,16.44085539019094,181281,92131.0,0.44791005291005287
112,"10942 Westmore Ln, San Diego, CA 92126",92126,10942 Westmore Ln,840.0,2.0,3.0,32.918003,-117.15148,3200,Miramar College Transit Station,3.4 km,48 mins,13.9 km,17 mins,14.9 km,46 mins,H Mart,3.7 km,9 mins,10.011772875065857,123232,92126.0,0.7442857142857143
113,"11671 Boulton Ave, San Diego, CA 92128",92128,11671 Boulton Ave,2350.0,3.0,4.0,32.97293,-117.07961,4700,Rancho Bernardo,7.2 km,1 hour 41 mins,26.2 km,19 mins,28.2 km,1 hour 19 mins,Trader Joe's,1.5 km,4 mins,17.41030055807244,128150,92128.0,0.918994708994709
114,"9568 Capricorn Way, San Diego, CA 92126",92126,9568 Capricorn Way,1636.0,3.0,4.0,32.925117,-117.12059,4395,Miramar College Transit Station,2.1 km,30 mins,24.3 km,21 mins,17.3 km,57 mins,H Mart,1.5 km,5 mins,12.996623181693794,123232,92126.0,0.7442857142857143
115,"14264 Jonah Way, San Diego, CA 92128",92128,14264 Jonah Way,1272.0,3.0,2.0,32.977074,-117.07575,3700,Rancho Bernardo,7.2 km,1 hour 40 mins,26.5 km,20 mins,29.3 km,1 hour 26 mins,Trader Joe's,1.8 km,6 mins,17.825270132830674,128150,92128.0,0.918994708994709
116,"8367 Gold Coast Dr Unit 4, San Diego, CA 92126",92126,8367 Gold Coast Dr Unit 4,1342.0,3.0,3.0,32.904324,-117.14364,3950,Miramar College Transit Station,2.9 km,40 mins,12.6 km,18 mins,15.1 km,49 mins,H Mart,3.6 km,10 mins,10.342523162093194,123232,92126.0,0.7442857142857143
117,"11215 Provencal Pl, San Diego, CA 92128",92128,11215 Provencal Pl,1068.0,2.0,2.0,32.966602,-117.0892,2950,Sabre Springs/Peñasquitos Transit Station,0.4 km,6 mins,24.6 km,18 mins,24.9 km,1 hour 17 mins,Trader Joe's,2.5 km,6 mins,16.45232542852643,128150,92128.0,0.918994708994709
118,"14130 Barrymore St, San Diego, CA 92129",92129,14130 Barrymore St,1640.0,2.0,3.0,32.973682,-117.135216,4650,Sabre Springs/Peñasquitos Transit Station,8.1 km,1 hour 55 mins,23.4 km,19 mins,,,Vons,2.6 km,5 mins,12.2849238838034,152626,92129.0,0.5082010582010582
119,"11003 Peyton Way, San Diego, CA 92129",92129,11003 Peyton Way,1612.0,3.0,3.0,32.973545,-117.0915,4100,Rancho Bernardo,7.1 km,1 hour 40 mins,24.9 km,20 mins,26.1 km,1 hour 6 mins,Trader Joe's,2.4 km,7 mins,16.31727257550922,152626,92129.0,0.5082010582010582
120,"Waring Gardens Apartments, 5340 Adobe Falls Rd #J, San Diego, CA 92120",92120,5340 Adobe Falls Rd #J,725.0,1.0,1.0,32.782207,-117.083916,1850,SDSU Station,6.0 km,1 hour 29 mins,27.1 km,19 mins,27.5 km,1 hour 11 mins,Northgate González Market,6.8 km,12 mins,15.731441127297568,114579,92120.0,1.4088977072310405
121,"15668 Caldas De Reyes, San Diego, CA 92128",92128,15668 Caldas De Reyes,1467.0,2.0,2.0,32.999397,-117.0633,3500,Rancho Bernardo,5.2 km,1 hour 11 mins,30.9 km,25 mins,30.6 km,1 hour 32 mins,Trader Joe's,3.4 km,8 mins,19.451462206966717,128150,92128.0,0.918994708994709
122,"16054 Falcon Crest Dr, San Diego, CA 92127",92127,16054 Falcon Crest Dr,5188.0,6.0,6.0,33.004204,-117.10454,7545,Rancho Bernardo,3.9 km,56 mins,25.5 km,21 mins,32.9 km,1 hour 35 mins,Trader Joe's,5.1 km,10 mins,15.833450761020543,179220,92127.0,0.4484391534391534
123,"9179 Bedel Ct, San Diego, CA 92129",92129,9179 Bedel Ct,1890.0,2.0,4.0,32.979244,-117.13153,4495,Sabre Springs/Peñasquitos Transit Station,8.6 km,1 hour 59 mins,22.7 km,19 mins,,,Vons,2.9 km,6 mins,12.739987770213451,152626,92129.0,0.5082010582010582
124,"8256 The Landing Way, San Diego, CA 92127",92127,8256 The Landing Way,1000.0,2.0,1.0,33.03073,-117.14873,4500,Del Dios Hwy. & Bing Crosby Bl.,2.1 km,29 mins,29.9 km,26 mins,34.8 km,1 hour 46 mins,Jimbo's - 4S Ranch,5.1 km,9 mins,12.4125269486814,179220,92127.0,0.4484391534391534
125,"10278 Black Mountain Rd APT 171, San Diego, CA 92126",92126,10278 Black Mountain Rd APT 171,686.0,1.0,1.0,32.90463,-117.12484,2000,Miramar College Transit Station,1.4 km,20 mins,13.1 km,20 mins,14.2 km,51 mins,H Mart,3.4 km,8 mins,12.080878454121654,123232,92126.0,0.7442857142857143
126,"13062 Wimberly Sq, San Diego, CA 92128",92128,13062 Wimberly Sq,561.0,1.0,1.0,32.956387,-117.095566,2500,Sabre Springs/Peñasquitos Transit Station,1.1 km,17 mins,25.9 km,20 mins,25.8 km,1 hour 16 mins,H Mart,6.7 km,9 mins,15.809402962368091,128150,92128.0,0.918994708994709
127,"18782 Caminito Cantilena Unit 138, San Diego, CA 92128",92128,18782 Caminito Cantilena Unit 138,1056.0,2.0,2.0,33.052143,-117.07146,2800,Rancho Bernardo,5.7 km,1 hour 23 mins,35.6 km,25 mins,,,Vons,6.2 km,10 mins,19.89860289183357,128150,92128.0,0.918994708994709
128,"9574 Carroll Canyon Rd APT 153, San Diego, CA 92126",92126,9574 Carroll Canyon Rd APT 153,640.0,1.0,1.0,32.904182,-117.1204,2095,Miramar College Transit Station,1.8 km,25 mins,23.8 km,18 mins,14.4 km,54 mins,H Mart,3.0 km,7 mins,12.483952316508056,123232,92126.0,0.7442857142857143
129,"15586 New Park Ter, San Diego, CA 92127",92127,15586 New Park Ter,2861.0,4.0,4.0,33.018127,-117.14634,6750,Del Dios Hwy. & Bing Crosby Bl.,6.7 km,1 hour 35 mins,26.6 km,23 mins,,,Jimbo's - 4S Ranch,3.5 km,7 mins,12.24174392982763,179220,92127.0,0.4484391534391534
130,"13480 Chelly Ct, San Diego, CA 92129",92129,13480 Chelly Ct,1798.0,3.0,4.0,32.96392,-117.138725,4500,Sabre Springs/Peñasquitos Transit Station,7.7 km,1 hour 49 mins,22.3 km,18 mins,,,Trader Joe's,10.5 km,11 mins,11.822975782589872,152626,92129.0,0.5082010582010582
131,"13988 Lewiston St, San Diego, CA 92128",92128,13988 Lewiston St,2092.0,3.0,4.0,32.97456,-117.07508,4995,Rancho Bernardo,7.3 km,1 hour 42 mins,26.3 km,19 mins,28.7 km,1 hour 26 mins,Trader Joe's,1.5 km,4 mins,17.851220642050848,128150,92128.0,0.918994708994709
132,"11378 Ajanta Ct, San Diego, CA 92129",92129,11378 Ajanta Ct,1405.0,2.0,4.0,32.994152,-117.0857,4800,Rancho Bernardo,4.2 km,58 mins,28.7 km,23 mins,31.7 km,1 hour 26 mins,Trader Joe's,4.5 km,10 mins,17.282900694707497,152626,92129.0,0.5082010582010582
133,"11183 Kelowna Rd APT 36, San Diego, CA 92126",92126,11183 Kelowna Rd APT 36,920.0,2.0,3.0,32.92666,-117.14027,3200,Miramar College Transit Station,3.5 km,49 mins,14.5 km,17 mins,16.2 km,56 mins,H Mart,3.1 km,8 mins,11.329657677951422,123232,92126.0,0.7442857142857143
134,"8178 Lazy River Rd, San Diego, CA 92127",92127,8178 Lazy River Rd,3585.0,5.0,5.0,33.032707,-117.152885,11995,Del Dios Hwy. & Bing Crosby Bl.,1.7 km,25 mins,28.9 km,26 mins,34.4 km,1 hour 42 mins,Jimbo's - 4S Ranch,5.4 km,10 mins,12.055479365443771,179220,92127.0,0.4484391534391534
135,"12486 Miranda Way, San Diego, CA 92129",92129,12486 Miranda Way,1990.0,3.0,4.0,32.982677,-117.08584,4995,Rancho Bernardo,7.1 km,1 hour 38 mins,27.4 km,21 mins,27.9 km,1 hour 23 mins,Trader Joe's,3.2 km,8 mins,16.994603276830873,152626,92129.0,0.5082010582010582
136,"12482 Miranda Way, San Diego, CA 92129",92129,12482 Miranda Way,1199.0,2.0,2.0,32.98278,-117.0858,4500,Rancho Bernardo,7.1 km,1 hour 39 mins,27.4 km,21 mins,27.9 km,1 hour 24 mins,Trader Joe's,3.2 km,8 mins,17.000340874423582,152626,92129.0,0.5082010582010582
137,"15454 Nawa Ct, San Diego, CA 92129",92129,15454 Nawa Ct,1605.0,2.0,3.0,32.99437,-117.09214,7200,Rancho Bernardo,4.3 km,1 hour 0 mins,28.3 km,22 mins,31.7 km,1 hour 28 mins,Trader Joe's,4.1 km,10 mins,16.708532337016223,152626,92129.0,0.5082010582010582
138,"11177 Catarina Ln Unit 103, San Diego, CA 92128",92128,11177 Catarina Ln Unit 103,1227.0,2.0,3.0,32.94675,-117.08924,3895,Miramar College Transit Station,6.7 km,1 hour 35 mins,25.3 km,21 mins,27.3 km,1 hour 19 mins,H Mart,6.3 km,9 mins,16.341437175493763,128150,92128.0,0.918994708994709
139,"10062 Paseo Montril Floor 3-ID31, San Diego, CA 92129",92129,10062 Paseo Montril Floor 3-ID31,701.0,1.0,1.0,32.9524,-117.10841,1920,Miramar College Transit Station,6.4 km,1 hour 31 mins,23.5 km,19 mins,22.2 km,59 mins,H Mart,4.9 km,8 mins,14.61346055842966,152626,92129.0,0.5082010582010582
140,"9608 Capricorn Way, San Diego, CA 92126",92126,9608 Capricorn Way,1636.0,3.0,4.0,32.92544,-117.12002,4000,Miramar College Transit Station,2.2 km,31 mins,24.3 km,21 mins,17.3 km,58 mins,H Mart,1.6 km,6 mins,13.058398454602589,123232,92126.0,0.7442857142857143
141,"9849 Caminito Marlock APT 21, San Diego, CA 92131",92131,9849 Caminito Marlock APT 21,700.0,1.0,1.0,32.898006,-117.10405,2300,Miramar College Transit Station,3.1 km,43 mins,14.0 km,20 mins,15.2 km,1 hour 16 mins,H Mart,4.8 km,7 mins,13.928740466183887,181281,92131.0,0.44791005291005287
142,"12634 Fiorenza Ln Unit 241, San Diego, CA 92128",92128,12634 Fiorenza Ln Unit 241,956.0,2.0,2.0,32.947655,-117.09339,3100,Miramar College Transit Station,6.6 km,1 hour 34 mins,25.2 km,20 mins,26.8 km,1 hour 19 mins,H Mart,6.1 km,8 mins,15.977615942630292,128150,92128.0,0.918994708994709
143,"8181 Jade Coast Rd, San Diego, CA 92126",92126,8181 Jade Coast Rd,2400.0,3.0,6.0,32.901848,-117.14753,5900,Miramar College Transit Station,3.4 km,49 mins,12.2 km,17 mins,15.3 km,53 mins,H Mart,4.1 km,10 mins,9.940131861462604,123232,92126.0,0.7442857142857143
144,"17617 Pomerado Rd Unit 215, San Diego, CA 92128",92128,17617 Pomerado Rd Unit 215,1118.0,2.0,2.0,33.034233,-117.059685,3900,Rancho Bernardo,4.5 km,1 hour 5 mins,34.6 km,26 mins,38.4 km,1 hour 55 mins,Vons,3.4 km,6 mins,20.514505933807467,128150,92128.0,0.918994708994709
145,"10536 Greenford Dr, San Diego, CA 92126",92126,10536 Greenford Dr,1350.0,2.0,4.0,32.91119,-117.13234,4195,Miramar College Transit Station,1.3 km,19 mins,15.2 km,19 mins,16.3 km,57 mins,H Mart,2.1 km,7 mins,11.525874845264491,123232,92126.0,0.7442857142857143
146,"17637 Pomerado Rd Unit 123, San Diego, CA 92128",92128,17637 Pomerado Rd Unit 123,980.0,2.0,2.0,33.034664,-117.05955,3900,Rancho Bernardo,4.6 km,1 hour 6 mins,37.4 km,26 mins,38.5 km,1 hour 56 mins,Vons,3.5 km,7 mins,20.537948373731982,128150,92128.0,0.918994708994709
147,"17908 Valladares Dr, San Diego, CA 92127",92127,17908 Valladares Dr,1326.0,2.0,3.0,33.037033,-117.078705,4190,Rancho Bernardo,2.3 km,35 mins,32.5 km,23 mins,34.1 km,1 hour 32 mins,Vons,2.7 km,7 mins,18.87633192583645,179220,92127.0,0.4484391534391534
148,"9230 Island Pine Way, San Diego, CA 92127",92127,9230 Island Pine Way,4933.0,6.0,5.0,33.024845,-117.129265,9988,Rancho Bernardo,6.0 km,1 hour 24 mins,28.6 km,24 mins,,,Jimbo's - 4S Ranch,2.0 km,5 mins,13.97214533985944,179220,92127.0,0.4484391534391534
149,"10258 Black Mountain Rd APT 146, San Diego, CA 92126",92126,10258 Black Mountain Rd APT 146,913.0,2.0,2.0,32.903793,-117.12481,2895,Miramar College Transit Station,1.5 km,22 mins,13.0 km,19 mins,14.2 km,50 mins,H Mart,3.3 km,7 mins,12.07024080796474,123232,92126.0,0.7442857142857143
150,"14396 Savannah Ct, San Diego, CA 92128",92128,14396 Savannah Ct,1202.0,3.0,2.0,32.97562,-117.07643,3795,Rancho Bernardo,7.2 km,1 hour 40 mins,26.3 km,20 mins,29.3 km,1 hour 25 mins,Trader Joe's,1.6 km,5 mins,17.740962907229548,128150,92128.0,0.918994708994709
151,"9462 Pipilo St, San Diego, CA 92129",92129,9462 Pipilo St,1876.0,3.0,4.0,32.953426,-117.1248,5200,Miramar College Transit Station,5.3 km,1 hour 15 mins,22.5 km,18 mins,24.7 km,1 hour 20 mins,H Mart,4.7 km,9 mins,13.082429732581366,152626,92129.0,0.5082010582010582
152,"11205 Nalco St, San Diego, CA 92126",92126,11205 Nalco St,1977.0,3.0,5.0,32.92518,-117.144966,5200,Miramar College Transit Station,3.5 km,50 mins,14.4 km,16 mins,15.5 km,54 mins,H Mart,3.2 km,8 mins,10.861626222560426,123232,92126.0,0.7442857142857143
153,"17440 Plaza Cerado #71, San Diego, CA 92128",92128,17440 Plaza Cerado #71,1455.0,2.0,2.0,33.028236,-117.055855,3890,Rancho Bernardo,4.3 km,1 hour 1 min,34.5 km,26 mins,38.2 km,1 hour 51 mins,Vons,3.3 km,7 mins,20.719431412200283,128150,92128.0,0.918994708994709
154,"18106 Chieftain Ct, San Diego, CA 92127",92127,18106 Chieftain Ct,2892.0,3.0,4.0,33.039852,-117.085106,6000,Rancho Bernardo,3.0 km,44 mins,33.1 km,25 mins,34.8 km,1 hour 41 mins,Vons,3.3 km,8 mins,18.392140761934076,179220,92127.0,0.4484391534391534
155,"9929 Erma Rd Unit 204, San Diego, CA 92131",92131,9929 Erma Rd Unit 204,850.0,2.0,2.0,32.91885,-117.11259,2600,Miramar College Transit Station,1.7 km,23 mins,25.9 km,20 mins,17.4 km,58 mins,H Mart,1.4 km,5 mins,13.517708028828023,181281,92131.0,0.44791005291005287
